EmployeeID,Department,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,BusinessTravel,OverTime,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,promotion_ratio,stagnancy_score,manager_stability,ManagerRating,dataset
4FD5-CC71,Technology,0.13548427035391725,-1.2413373083549453,0.27277621572904953,-1.234951390319875,1.3047817229196015,-0.5873185455113681,-1.858736909770965,0.8684355550957,0.9034042707773796,0.05228491505538793,1.2501487875383697,1.139224714828888,-0.2205107823866976,0.8175347410342539,0.7400843316389687,0,train
E73A-F20A,Technology,-0.9276314838033127,0.4940517313936122,-0.4411390785543009,1.2033325642581245,-0.9832998328451669,-2.038467085005745,0.612825061818254,1.4138974310262655,-0.0936157188337695,0.43715242276068517,-0.027776970790209847,0.3942975598551468,0.9650342805029121,0.40337989054961065,0.9369359927098521,0,train
FF14-A43E,Technology,1.1986000245111472,1.3617462512678908,1.316144327792061,1.2033325642581245,-0.07115338579277267,1.3419383322536464,-1.858736909770965,1.3071543221941608,-0.8621509399873334,-1.0139141582169446,-1.3381376496651274,-0.6669572226036942,-1.1667093297718336,-1.7270561856452622,-0.2981257941624202,0,train
6135-885F,Technology,-0.9276314838033127,-1.2413373083549453,-0.36945502035250566,-0.015809413030875224,-0.01819552797076207,1.3859317028666869,-1.858736909770965,-0.7072648822016449,-0.5173660322471618,0.05228491505538793,-0.3944882864749792,-1.0065968036177013,0.8959328665727715,0.3125038264746567,-1.1827037699818002,0,train
8CC3-0C6A,Sales,0.13548427035391725,1.3617462512678908,-1.2340081182056488,-0.015809413030875224,-0.01819552797076207,0.5117105864194696,0.612825061818254,-0.7072648822016449,-0.8169266355393175,-1.0139141582169446,-0.3944882864749792,0.06631395560559339,-1.1667093297718336,0.9923548976777256,1.6116502472828584,1,train
465A-91D1,Sales,-0.9276314838033127,-0.3736427884806665,0.4950980775006375,-0.015809413030875224,-0.01819552797076207,-1.2367316464749647,-1.858736909770965,1.4138974310262655,-1.4160478421236289,-1.0139141582169446,-1.3381376496651274,-1.0065968036177013,-1.1667093297718336,-1.7270561856452622,-1.1827037699818002,1,train
07AF-3631,Sales,1.1986000245111472,-1.2413373083549453,-0.8270646183625474,-0.015809413030875224,-0.26586752920815204,0.3059634775101423,0.612825061818254,-0.7072648822016449,0.38131577762930524,-0.6585144671261671,0.8637108644452185,0.7815877950877899,-0.7738246809498851,0.9923600775009609,0.8132671870440109,0,train
D970-9F5E,Technology,0.32745336387893675,1.2050647894557303,-1.077893909710372,-1.0148083068002451,-0.8805288865294129,1.3859317028666869,-1.858736909770965,-0.7072648822016449,0.6808763809214609,1.473883679418498,0.8637108644452185,0.19547248801433237,1.2397095739796486,0.6524334695159428,-0.008672941992568628,0,train
04D7-C8F3,Technology,1.1986000245111472,-1.160190409611074,-1.2340081182056488,1.2033325642581245,-1.0705558482797486,-0.3625105300277476,0.612825061818254,-0.7072648822016449,-1.032442404896633,-0.26987775299792116,-0.6796213391788182,-0.5820673860018768,1.4805948817243724,0.8906231284175286,0.24060417017568528,0,train
D825-CC31,Technology,-0.9276314838033127,-1.2413373083549453,-0.36945502035250566,1.2033325642581245,-1.0705558482797486,0.5117105864194696,-1.858736909770965,-0.7072648822016449,-1.4160478421236289,-1.0139141582169446,-1.3381376496651274,-1.0065968036177013,-1.1667093297718336,-1.7270561856452622,-1.1827037699818002,1,train
F469-0427,Human Resources,-0.6800758834980196,0.6961018251008322,-0.16813643364366604,1.2033325642581245,1.8414740071463958,-1.2367316464749647,0.612825061818254,-0.7072648822016449,-1.7156084454157845,-1.0139141582169446,-1.3381376496651274,-1.0065968036177013,-1.1667093297718336,-1.7270561856452622,-1.1827037699818002,0,train
1243-8B63,Technology,-0.9276314838033127,-0.3736427884806665,-1.2340081182056488,-1.234951390319875,-1.0705558482797486,1.3859317028666869,0.612825061818254,-0.7072648822016449,0.38131577762930524,1.1184839883277204,0.8637108644452185,0.06631395560559339,1.1905985631598577,0.9923600775009609,0.014878804233686435,1,train
F93D-CB5A,Technology,-0.9276314838033127,0.4940517313936122,-1.2340081182056488,-0.015809413030875224,-1.0705558482797486,0.5117105864194696,-1.858736909770965,-0.7072648822016449,-1.7156084454157845,-1.0139141582169446,-1.3381376496651274,-1.0065968036177013,-1.1667093297718336,-1.7270561856452622,-1.1827037699818002,1,train
8292-6635,Sales,0.5959638936993099,-1.2413373083549453,0.4950980775006375,-0.5438704791107678,-0.6147348504019858,-1.2367316464749647,0.612825061818254,1.4138974310262655,0.08175517433714954,0.4076846061461654,0.05630608911947382,0.9364952108163233,0.6667519281928218,0.2822028815153328,1.3476539411490354,0,train
B102-5713,Sales,-0.9276314838033127,0.4940517313936122,0.4950980775006375,-0.5351941605168775,-0.466527149233938,0.5117105864194696,0.612825061818254,-0.7072648822016449,-0.9002267930019411,-1.0139141582169446,-1.3381376496651274,-0.4436851702703932,-1.1667093297718336,-1.7270561856452622,0.8096980611400418,0,train
A4A4-F49C,Technology,1.1986000245111472,1.3617462512678908,-1.2340081182056488,1.2033325642581245,-0.01819552797076207,0.5117105864194696,0.612825061818254,-0.7072648822016449,-1.1873472887783842,-1.0139141582169446,-1.3381376496651274,-0.6912587871990101,-1.1667093297718336,-1.7270561856452622,-0.5667391291409271,0,train
A2D0-E2D2,Technology,-0.9276314838033127,1.3617462512678908,1.3596511753537808,1.2033325642581245,-0.01819552797076207,-0.3625105300277476,0.612825061818254,-0.7072648822016449,-0.8169266355393175,-0.6585144671261671,-0.7090380742050286,-1.0065968036177013,-0.2499802286687947,0.08588453657006283,-1.1827037699818002,1,train
0BAF-7454,Technology,-0.16782681214581474,0.4940517313936122,-0.9873477381267066,-0.015809413030875224,-0.770313333121351,1.3859317028666869,-0.2703827755979016,1.4138974310262655,0.16722098603593727,0.7630842972369429,0.638903361356689,-0.035721256312166716,1.031707792634601,0.9923596147502637,0.043638166103959874,0,train
EB66-D679,Sales,1.1986000245111472,1.3617462512678908,0.4950980775006375,-1.234951390319875,1.0341647923382244,1.3859317028666869,0.612825061818254,1.4138974310262655,-1.7156084454157845,-1.0139141582169446,-1.3381376496651274,-1.0065968036177013,-1.1667093297718336,-1.7270561856452622,-1.1827037699818002,0,train
EA37-AE5E,Sales,0.13548427035391725,-0.3736427884806665,-1.1757788248833552,-0.015809413030875224,-0.0890739944572978,1.3859317028666869,0.612825061818254,-0.7072648822016449,0.04140322306841404,-0.9899773139553645,0.5067900253600112,0.018138903884193147,-1.1204017064968192,0.992359277390853,0.16742418694211986,0,train
8892-77D8,Technology,1.1986000245111472,-0.0003815101415964861,0.0024548939148154036,-1.234951390319875,-0.6178557914800819,0.5117105864194696,-1.858736909770965,-0.7072648822016449,-1.4160478421236289,-1.0139141582169446,-1.3381376496651274,-0.6489598838766031,-1.1667093297718336,-1.7270561856452622,1.6116316184423645,0,train
F83C-CA1D,Technology,1.1986000245111472,-0.250950876198571,-1.2340081182056488,1.2033325642581245,-1.0705558482797486,-0.3625105300277476,0.612825061818254,-0.7072648822016449,-0.1330897544394679,0.1527918716527662,-0.3055336738075654,0.21802342217709392,0.5278484635373596,-0.05146149472671058,0.5955138400501216,0,train
CD59-7F94,Sales,1.1986000245111472,-1.2413373083549453,-0.5986024737597739,1.2033325642581245,-0.01819552797076207,1.3859317028666869,0.2852846637014227,-0.7072648822016449,0.5401112282638538,1.4010771605368437,0.7992727806942155,0.329160179891902,1.2947318050012966,0.7068399692803008,0.2377308447106181,0,train
FE0F-498F,Technology,-0.9276314838033127,-1.2413373083549453,0.04135542387691843,0.6240318151051711,-0.01819552797076207,-0.3625105300277476,-1.858736909770965,-0.7072648822016449,0.49390692750796694,-0.676163000217386,-0.09555849638913622,-0.6489598838766031,-0.9053469434007323,-0.22462537827866857,-0.756611827464489,0,train
63BF-A86A,Human Resources,-0.9276314838033127,0.6036606085449985,-1.2340081182056488,-1.234951390319875,0.11474069604094894,0.5117105864194696,-1.858736909770965,-0.43931548977902657,-0.8169266355393175,-0.6585144671261671,-0.7487726216195878,-0.3365003627508401,-0.2499802286687947,-0.02862258105748494,0.5625361443299923,0,train
130F-32AB,Technology,1.1986000245111472,1.3617462512678908,0.985786283242192,0.14892795929010383,0.4368841873085277,1.3859317028666869,-1.858736909770965,1.4138974310262655,-1.205550051181956,-1.0139141582169446,-1.3381376496651274,-0.803615380162661,-1.1667093297718336,-1.7270561856452622,-0.6540466089031831,0,train
9C71-61AE,Technology,-0.9276314838033127,-0.1851324006096134,-1.2340081182056488,0.9384686959903717,1.0341647923382244,-1.0468033272660247,0.612825061818254,-0.7072648822016449,0.6157955440323758,1.3966715591593057,0.7953735623975572,-1.0065968036177013,1.2290399944371622,0.6418832888692202,-1.1827037699818002,0,train
C9FF-3A25,Technology,1.1986000245111472,-0.3736427884806665,0.4950980775006375,-1.234951390319875,-0.01819552797076207,-0.3625105300277476,-1.858736909770965,1.4138974310262655,-0.8169266355393175,-1.0139141582169446,-0.7090380742050286,-1.0065968036177013,-1.1667093297718336,0.08588453657006283,-1.1827037699818002,1,train
9412-7AA6,Technology,1.1986000245111472,-0.8836044478601499,-1.2340081182056488,-0.7323238677350076,-1.0705558482797486,-1.2367316464749647,0.612825061818254,-0.7072648822016449,-1.4160478421236289,-1.0139141582169446,-1.3381376496651274,-1.0065968036177013,-1.1667093297718336,-1.7270561856452622,-1.1827037699818002,0,train
FEEC-A663,Technology,-0.9276314838033127,-0.3736427884806665,1.3596511753537808,-0.015809413030875224,-0.01819552797076207,0.5117105864194696,0.612825061818254,1.4138974310262655,-1.7156084454157845,-1.0139141582169446,-1.3381376496651274,-1.0065968036177013,-1.1667093297718336,-1.7270561856452622,-1.1827037699818002,1,train
6FA6-DBB9,Sales,1.1986000245111472,-0.3736427884806665,1.3596511753537808,-0.015809413030875224,-0.01819552797076207,-1.2367316464749647,0.612825061818254,1.4138974310262655,0.9804369842136166,1.8292833705092755,1.4928104399053175,0.7815877950877899,1.277907038965648,0.9923609408067516,0.369718578314507,1,train
8AAD-FAFB,Sales,0.13548427035391725,-0.3736427884806665,-1.2340081182056488,1.2033325642581245,1.0341647923382244,-0.3625105300277476,0.612825061818254,1.4138974310262655,-1.7156084454157845,-1.0139141582169446,-1.3381376496651274,-1.0065968036177013,-1.1667093297718336,-1.7270561856452622,-1.1827037699818002,0,train
6987-6124,Technology,-0.45171497337053595,1.3617462512678908,-0.36945502035250566,-0.015809413030875224,0.4529061835793622,0.9030661480873792,0.612825061818254,1.4138974310262655,0.24721388286907078,0.4076846061461654,0.4083490938727853,0.9416882490407448,0.5220820850109084,0.5748865772559782,1.1706750186873176,0,train
1054-9C3B,Technology,1.1986000245111472,1.3617462512678908,0.30496903895330296,-0.28391821117207106,-0.01819552797076207,0.3194553961244708,0.612825061818254,1.4138974310262655,-1.0506090763079359,-0.6585144671261671,-1.023587861935078,-0.9279467312644176,0.10758084645752758,-0.46702606899170146,-0.9778627394028401,0,train
A76C-AEB3,Technology,-0.9276314838033127,-0.18549315039577835,1.1721827187248204,-1.234951390319875,0.2099967780377182,1.1963668469199844,0.612825061818254,-0.7072648822016449,-1.4160478421236289,-1.0139141582169446,-1.3381376496651274,-1.0065968036177013,-1.1667093297718336,-1.7270561856452622,-1.1827037699818002,0,train
65C9-0885,Technology,0.13548427035391725,-0.3736427884806665,-0.464365079704805,-1.101114801554296,0.9186373820397113,1.3859317028666869,0.612825061818254,-0.7072648822016449,0.6151052566060898,-0.6975300068992306,0.5491610767151691,0.7030655126195662,-0.8606744940385759,0.3871401883220741,0.5254256967100349,0,train
D696-9D82,Technology,1.1986000245111472,1.3617462512678908,-1.2340081182056488,-0.015809413030875224,-0.01819552797076207,-1.2367316464749647,0.612825061818254,-0.7072648822016449,1.2799975875057723,1.5206932075445465,1.5342396462465,-0.8181800337307711,0.794648948176868,0.7562368206584085,-1.0354861989489037,0,train
1147-7E2F,Technology,-0.4818088168867986,-0.7375146278419933,-0.36945502035250566,1.2033325642581245,-0.01819552797076207,-0.8701228476822145,0.612825061818254,-0.7072648822016449,0.8064985500414166,-1.0139141582169446,1.3101686073489753,1.2892014645132908,-1.1667093297718336,0.9923607214991687,0.9456170173628151,0,train
79F7-78EC,Sales,0.13548427035391725,0.4940517313936122,-1.2340081182056488,1.2033325642581245,-1.0705558482797486,1.3859317028666869,0.612825061818254,1.4138974310262655,-1.7156084454157845,-1.0139141582169446,-1.3381376496651274,-1.0065968036177013,-1.1667093297718336,-1.7270561856452622,-1.1827037699818002,1,train
A807-DE5D,Technology,0.13548427035391725,0.4940517313936122,-1.2340081182056488,1.2033325642581245,-1.0705558482797486,0.5117105864194696,0.612825061818254,1.4138974310262655,0.9804369842136166,2.1846830616000528,1.4928104399053175,-0.29132296413550485,1.5834840850578331,0.9923609408067516,-0.5617348306632775,0,train
DAE0-B44F,Sales,-3.0538629921177725,0.4940517313936122,-0.36945502035250566,1.2033325642581245,-0.01819552797076207,-0.3625105300277476,0.612825061818254,-0.7072648822016449,1.2799975875057723,1.473883679418498,1.4928104399053175,-1.0065968036177013,0.7584262745126515,0.7204195001029909,-1.1827037699818002,1,train
CC2F-670E,Technology,0.27703259096875166,-1.0102793043424592,-1.2340081182056488,-1.234951390319875,2.0865251126472106,-1.1203336621583595,-0.6229559239763556,-0.7072648822016449,1.2799975875057723,1.1184839883277204,1.8073602276353669,-0.29132296413550485,0.4834069024720109,0.9923612429639082,-0.6238316624982978,0,train
2CA8-4E1B,Technology,-0.9276314838033127,1.3399708263130718,1.3596511753537808,-0.0464046674985108,-1.0441461007759405,-0.3625105300277476,0.612825061818254,-0.7072648822016449,-0.5173660322471618,0.06120392874632885,-0.07993849874492975,-1.0065968036177013,0.9131873685226255,0.9923571638479631,-1.1827037699818002,0,train
4C88-27A1,Technology,-0.9276314838033127,1.3617462512678908,0.4950980775006375,1.2033325642581245,-1.0705558482797486,0.5117105864194696,-1.858736909770965,-0.7072648822016449,-1.7156084454157845,-1.0139141582169446,-1.3381376496651274,-1.0065968036177013,-1.1667093297718336,-1.7270561856452622,-1.1827037699818002,0,train
BDC5-51CF,Sales,-0.9276314838033127,0.4940517313936122,-0.36945502035250566,-0.015809413030875224,2.0865251126472106,0.5117105864194696,0.612825061818254,-0.7072648822016449,-1.1164872388314733,-0.30311477603538955,-0.7090380742050286,-0.6489598838766031,1.5834733899146958,0.9923503653485816,0.21447091003382432,1,train
AF58-5D1B,Technology,0.9710989102811555,0.9903822312903234,0.6801078398933526,-1.234951390319875,2.0865251126472106,0.5117105864194696,0.612825061818254,-0.7072648822016449,-0.5173660322471618,0.4076846061461654,-0.07993849874492975,-0.4443877595968066,1.5834802653543067,0.9923571638479631,-0.08451429124156859,0,train
FAB0-2FF2,Technology,1.1986000245111472,-0.3736427884806665,0.4950980775006375,-1.234951390319875,-1.0705558482797486,-1.2367316464749647,-1.858736909770965,1.4138974310262655,-1.1164872388314733,-1.0139141582169446,-1.023587861935078,-1.0065968036177013,-1.1667093297718336,-0.3673529101483404,-1.1827037699818002,1,train
7B9D-8612,Sales,1.1986000245111472,1.3617462512678908,-0.36945502035250566,-0.015809413030875224,1.0341647923382244,0.5117105864194696,-0.6229559239763556,-0.7072648822016449,1.2799975875057723,-1.0139141582169446,-0.7090380742050286,-1.0065968036177013,-1.1667093297718336,-1.1831726999234282,-1.1827037699818002,1,train
4565-62DE,Technology,1.1986000245111472,0.5477931380740428,0.4950980775006375,1.2033325642581245,-0.01819552797076207,1.3317860658118197,-0.5464167653158234,-0.7072648822016449,0.6808763809214609,1.8072713848443478,1.1782606521752679,-0.9844462532713332,1.5621917566065227,0.9923605631104008,-1.1610698848600394,0,train
17AD-99F5,Technology,1.1986000245111472,0.4940517313936122,0.04533119654890522,1.2033325642581245,-1.0705558482797486,-0.3625105300277476,0.612825061818254,1.4138974310262655,-1.5597678862490896,-1.0139141582169446,-1.3381376496651274,-1.0065968036177013,-1.1667093297718336,-1.7270561856452622,-1.1827037699818002,0,train
3EB2-9111,Technology,1.1986000245111472,1.2503777233180544,1.1377205220258648,-0.015809413030875224,-0.9354854783958735,1.3859317028666869,-1.858736909770965,-0.7072648822016449,0.6808763809214609,1.783667846238889,1.1378882100034482,0.1581193004125443,1.5393603188440435,0.9487309455932056,-0.045154860359042065,0,train
427A-8C69,Technology,1.1986000245111472,0.4940517313936122,-0.36945502035250566,1.2033325642581245,2.0865251126472106,0.5117105864194696,0.612825061818254,-0.7072648822016449,0.9804369842136166,-0.6585144671261671,-0.07993849874492975,0.7815877950877899,-0.8611322836796484,-0.5184263516665895,0.369718578314507,0,train
DF7E-3233,Sales,0.05979889179062736,0.5558246737634083,0.4950980775006375,-0.015809413030875224,-1.0705558482797486,0.4494730023298785,-0.7109336924982093,-0.7072648822016449,0.4452947683671131,-0.6585144671261671,0.9084977461526086,0.47487267864603533,-0.7822157503680333,0.9730000732242854,0.4197569365073416,0,train
6C7E-91CB,Sales,0.13548427035391725,-1.2413373083549453,-1.2340081182056488,-1.234951390319875,-0.01819552797076207,-1.2367316464749647,-1.858736909770965,-0.7072648822016449,-0.5173660322471618,0.4076846061461654,-0.07993849874492975,0.06631395560559339,1.5834802653543067,0.9923571638479631,0.9130634894335884,1,train
BD70-7DAE,Technology,0.9710313070440209,1.176009064824278,-1.2340081182056488,-0.015809413030875224,2.0865251126472106,-1.143164517272612,-1.858736909770965,1.4138974310262655,-1.7156084454157845,-1.0139141582169446,-1.3381376496651274,-1.0065968036177013,-1.1667093297718336,-1.7270561856452622,-1.1827037699818002,0,train
0D8F-C0F3,Technology,0.6591063930711072,0.9214219820835925,1.3596511753537808,-0.015809413030875224,-0.01819552797076207,0.9422954168372708,-1.858736909770965,-0.7072648822016449,0.975964772500469,-0.6585144671261671,1.0139417750748254,1.5022008814667496,-0.8567993511122514,0.5134180218385781,1.0611278404664104,0,train
0C7B-2EA6,Technology,-3.0538629921177725,0.4940517313936122,-0.36945502035250566,-1.234951390319875,-1.0705558482797486,0.5117105864194696,0.612825061818254,-0.7072648822016449,0.9804369842136166,0.4076846061461654,0.5491610767151691,0.06631395560559339,0.05559885459690723,0.08588856532274708,-0.25125036100401593,1,train
1A7C-19DB,Technology,-0.9235466459672488,-0.3736427884806665,0.49841997278023153,-1.234951390319875,-0.01819552797076207,0.515069629383122,0.612825061818254,-0.7072648822016449,-1.7144574357710334,-1.0139141582169446,-1.3381376496651274,-1.0065968036177013,-1.1667093297718336,-1.7270561856452622,-1.1827037699818002,0,train
CED0-8D31,Technology,0.13548427035391725,0.4940517313936122,-0.36945502035250566,-1.234951390319875,1.0341647923382244,0.5117105864194696,0.612825061818254,-0.7072648822016449,0.9804369842136166,1.1184839883277204,0.5491610767151691,2.212135474052183,0.6667529467812777,0.08588856532274708,1.6116564569515526,1,train
0678-748A,Sales,-0.9276314838033127,1.3617462512678908,-0.5227770553588709,-0.015809413030875224,1.2207930356125685,-1.0816950605763482,0.612825061818254,-0.7072648822016449,1.2799975875057723,0.470712087065478,1.6400110607003933,1.4968616345699863,-0.01785920995466017,0.847680731649509,0.7733486062104581,0,train
C08F-94F9,Technology,-0.9276314838033127,0.8495226350199028,0.4950980775006375,0.48363997888006444,-1.0705558482797486,0.15356591324842866,0.612825061818254,-0.7072648822016449,0.9263200846768518,-0.011919553645722003,0.04892401532979243,1.4322530009794363,-0.3101590382573537,-0.3673476720086622,0.9703050087442692,0,train
9C7D-E1B1,Technology,1.1986000245111472,-0.5801692277909609,-0.04006783444747586,-1.234951390319875,-0.6696157494871424,-0.3625105300277476,0.612825061818254,1.4138974310262655,-1.6014784696266318,-1.0139141582169446,-1.3381376496651274,-1.0065968036177013,-1.1667093297718336,-1.7270561856452622,-1.1827037699818002,0,train
4CA1-F139,Technology,-0.9276314838033127,1.3617462512678908,-1.2340081182056488,-1.234951390319875,-1.0705558482797486,0.5117105864194696,0.612825061818254,1.4138974310262655,0.9804369842136166,2.1846830616000528,1.4928104399053175,-0.29132296413550485,1.5834840850578331,0.9923609408067516,-0.5617348306632775,1,train
F3CD-9B5B,Sales,1.1986000245111472,0.25846740568041265,0.10000780080372618,-1.234951390319875,-1.0705558482797486,0.5117105864194696,0.612825061818254,-0.7072648822016449,-1.6342759244416438,-1.0139141582169446,-1.3381376496651274,-1.0065968036177013,-1.1667093297718336,-1.7270561856452622,-1.1827037699818002,0,train
2A04-49D1,Technology,-0.9276314838033127,0.4940517313936122,0.4950980775006375,-0.015809413030875224,-1.0705558482797486,-1.2367316464749647,-1.858736909770965,-0.7072648822016449,0.6808763809214609,1.8292833705092755,1.1782606521752679,-0.29132296413550485,1.583483703087003,0.9923605631104008,-0.4841138102747375,1,train
1F0F-458C,Technology,1.1986000245111472,1.2247940135410056,-0.36945502035250566,-0.015809413030875224,-0.01819552797076207,-0.5004928906664775,0.612825061818254,-0.7072648822016449,-0.3755229272741558,0.1644736678191555,-0.24554774466175444,-0.347770452658759,0.8804305152409878,0.35849181869806135,0.056957977126721016,0,train
E3B6-49F8,Technology,-0.9276314838033127,1.3617462512678908,-1.2340081182056488,-0.015809413030875224,-0.01819552797076207,-1.2367316464749647,0.612825061818254,-0.7072648822016449,1.2799975875057723,0.4076846061461654,0.23461128898511968,0.06631395560559339,-0.06663184160927059,-0.3673474713406771,-0.3443956087565466,1,train
5160-53BD,Technology,0.6070137019142248,-0.8564841048120673,0.5927314317787944,1.2033325642581245,0.44856348833719406,0.8994585663402038,0.612825061818254,-0.7072648822016449,0.38131577762930524,-1.0139141582169446,-1.3381376496651274,0.7815877950877899,-1.1667093297718336,-1.7270561856452622,0.8132671870440109,0,train
5E9A-FE30,Technology,1.1986000245111472,-0.26729693678490896,0.5480784948142791,-1.234951390319875,-1.0705558482797486,-1.2367316464749647,0.612825061818254,1.4138974310262655,0.3629584947596295,1.408546255977814,0.8058833727807811,-0.6489598838766031,1.5273052790124875,0.9368108087762009,-0.7794324355892612,0,train
9DFE-1FD5,Human Resources,0.13548427035391725,0.30901827171271345,0.4029162974446887,-0.015809413030875224,-0.01819552797076207,-1.2367316464749647,0.612825061818254,-0.7072648822016449,1.2799975875057723,1.3980956769524027,0.8637108644452185,1.816366011662951,0.6997791530633641,0.17653601438115685,1.0229901766409022,0,train
5293-AC5C,Sales,1.1986000245111472,-0.3736427884806665,-0.36945502035250566,-1.234951390319875,-1.0705558482797486,1.3859317028666869,-1.858736909770965,-0.7072648822016449,0.9804369842136166,0.7630842972369429,0.5491610767151691,0.4239508753466916,0.36117590068909255,0.08588856532274708,0.059234108655245435,1,train
97F4-0B14,Technology,0.13548427035391725,0.4940517313936122,1.3596511753537808,-0.015809413030875224,-0.01819552797076207,1.3859317028666869,0.612825061818254,1.4138974310262655,-1.7156084454157845,-1.0139141582169446,-1.3381376496651274,-1.0065968036177013,-1.1667093297718336,-1.7270561856452622,-1.1827037699818002,1,train
489B-14EC,Technology,-0.05011908754499084,-0.5251286599762073,-0.06758016351595697,-0.015809413030875224,-0.20192115559421564,0.5117105864194696,0.612825061818254,1.4138974310262655,0.7331749699018513,1.5979781174977727,1.2331761179660716,-0.16644735589999182,1.2997272186873479,0.9923606290502673,-0.38925377469871153,0,train
4404-DE5A,Technology,-0.9276314838033127,0.4940517313936122,0.16802414735971966,0.7421121268993816,-0.6724315147454274,0.8424420788848896,-1.858736909770965,-0.7072648822016449,1.166669135988509,0.6765911059888717,0.35361038291391683,0.5109885382146564,0.21081906989646504,-0.19588120494117797,0.038284759014663605,0,train
F72D-261D,Technology,0.13548427035391725,0.4940517313936122,1.3596511753537808,-1.234951390319875,-0.01819552797076207,0.5117105864194696,0.612825061818254,-0.7072648822016449,1.2799975875057723,0.4076846061461654,0.23461128898511968,1.8544985543110846,-0.06663184160927059,-0.3673474713406771,1.0527846599522095,1,train
79F7-78EC,Sales,-0.5048469176367394,1.3617462512678908,-0.36945502035250566,-0.015809413030875224,0.6156574945835632,0.33281769553089824,0.612825061818254,1.4138974310262655,-1.5351784252310825,-1.0139141582169446,-1.3381376496651274,-1.0065968036177013,-1.1667093297718336,-1.7270561856452622,-1.1827037699818002,0,train
